stem,path,mother
P0213__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0213__1024__0___0.png,P0213
P0213__1024__0___588,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0213__1024__0___588.png,P0213
P0213__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0213__1024__824___0.png,P0213
P0213__1024__824___588,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0213__1024__824___588.png,P0213
P0213__1024__858___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0213__1024__858___0.png,P0213
P0213__1024__858___588,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0213__1024__858___588.png,P0213
P0217__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0217__1024__0___0.png,P0217
P0217__1024__0___401,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0217__1024__0___401.png,P0217
P0217__1024__541___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0217__1024__541___0.png,P0217
P0217__1024__541___401,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0217__1024__541___401.png,P0217
P0228__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0228__1024__0___0.png,P0228
P0228__1024__363___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0228__1024__363___0.png,P0228
P0237__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0237__1024__0___0.png,P0237
P0242__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0242__1024__0___0.png,P0242
P0242__1024__0___320,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0242__1024__0___320.png,P0242
P0246__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0246__1024__0___0.png,P0246
P0249__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0249__1024__0___0.png,P0249
P0249__1024__0___653,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0249__1024__0___653.png,P0249
P0257__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0257__1024__0___0.png,P0257
P0257__1024__0___572,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0257__1024__0___572.png,P0257
P0257__1024__56___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0257__1024__56___0.png,P0257
P0257__1024__56___572,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0257__1024__56___572.png,P0257
P0259__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0259__1024__0___0.png,P0259
P0259__1024__0___1245,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0259__1024__0___1245.png,P0259
P0259__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0259__1024__0___824.png,P0259
P0259__1024__1226___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0259__1024__1226___0.png,P0259
P0259__1024__1226___1245,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0259__1024__1226___1245.png,P0259
P0259__1024__1226___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0259__1024__1226___824.png,P0259
P0259__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0259__1024__824___0.png,P0259
P0259__1024__824___1245,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0259__1024__824___1245.png,P0259
P0259__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0259__1024__824___824.png,P0259
P0261__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0261__1024__0___0.png,P0261
P0261__1024__0___74,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0261__1024__0___74.png,P0261
P0261__1024__390___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0261__1024__390___0.png,P0261
P0261__1024__390___74,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0261__1024__390___74.png,P0261
P0262__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0262__1024__0___0.png,P0262
P0262__1024__0___1414,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0262__1024__0___1414.png,P0262
P0262__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0262__1024__0___824.png,P0262
P0262__1024__1260___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0262__1024__1260___0.png,P0262
P0262__1024__1260___1414,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0262__1024__1260___1414.png,P0262
P0262__1024__1260___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0262__1024__1260___824.png,P0262
P0262__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0262__1024__824___0.png,P0262
P0262__1024__824___1414,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0262__1024__824___1414.png,P0262
P0262__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0262__1024__824___824.png,P0262
P0300__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0300__1024__0___0.png,P0300
P0300__1024__390___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0300__1024__390___0.png,P0300
P0305__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0305__1024__0___0.png,P0305
P0309__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0309__1024__0___0.png,P0309
P0309__1024__0___808,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0309__1024__0___808.png,P0309
P0329__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0329__1024__0___0.png,P0329
P0331__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0331__1024__0___0.png,P0331
P0331__1024__0___1200,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0331__1024__0___1200.png,P0331
P0331__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0331__1024__0___824.png,P0331
P0331__1024__1454___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0331__1024__1454___0.png,P0331
P0331__1024__1454___1200,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0331__1024__1454___1200.png,P0331
P0331__1024__1454___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0331__1024__1454___824.png,P0331
P0331__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0331__1024__824___0.png,P0331
P0331__1024__824___1200,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0331__1024__824___1200.png,P0331
P0331__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0331__1024__824___824.png,P0331
P0336__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0336__1024__0___0.png,P0336
P0336__1024__0___381,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0336__1024__0___381.png,P0336
P0336__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0336__1024__1648___0.png,P0336
P0336__1024__1648___381,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0336__1024__1648___381.png,P0336
P0336__1024__1861___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0336__1024__1861___0.png,P0336
P0336__1024__1861___381,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0336__1024__1861___381.png,P0336
P0336__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0336__1024__824___0.png,P0336
P0336__1024__824___381,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0336__1024__824___381.png,P0336
P0342__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0342__1024__0___0.png,P0342
P0347__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0347__1024__0___0.png,P0347
P0347__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0347__1024__0___1648.png,P0347
P0347__1024__0___2396,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0347__1024__0___2396.png,P0347
P0347__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0347__1024__0___824.png,P0347
P0347__1024__537___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0347__1024__537___0.png,P0347
P0347__1024__537___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0347__1024__537___1648.png,P0347
P0347__1024__537___2396,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0347__1024__537___2396.png,P0347
P0347__1024__537___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0347__1024__537___824.png,P0347
P0348__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0348__1024__0___0.png,P0348
P0348__1024__0___809,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0348__1024__0___809.png,P0348
P0352__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0352__1024__0___0.png,P0352
P0352__1024__0___242,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0352__1024__0___242.png,P0352
P0352__1024__379___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0352__1024__379___0.png,P0352
P0352__1024__379___242,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0352__1024__379___242.png,P0352
P0353__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0353__1024__0___0.png,P0353
P0353__1024__0___173,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0353__1024__0___173.png,P0353
P0353__1024__146___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0353__1024__146___0.png,P0353
P0353__1024__146___173,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0353__1024__146___173.png,P0353
P0359__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0359__1024__0___0.png,P0359
P0368__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0368__1024__0___0.png,P0368
P0368__1024__0___363,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0368__1024__0___363.png,P0368
P0374__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0374__1024__0___0.png,P0374
P0374__1024__0___178,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0374__1024__0___178.png,P0374
P0374__1024__318___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0374__1024__318___0.png,P0374
P0374__1024__318___178,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0374__1024__318___178.png,P0374
P0375__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0375__1024__0___0.png,P0375
P0377__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0377__1024__0___0.png,P0377
P0382__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0382__1024__0___0.png,P0382
P0382__1024__0___148,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0382__1024__0___148.png,P0382
P0382__1024__59___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0382__1024__59___0.png,P0382
P0382__1024__59___148,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0382__1024__59___148.png,P0382
P0385__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0385__1024__0___0.png,P0385
P0396__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0396__1024__0___0.png,P0396
P0396__1024__0___153,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0396__1024__0___153.png,P0396
P0396__1024__59___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0396__1024__59___0.png,P0396
P0396__1024__59___153,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0396__1024__59___153.png,P0396
P0402__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0402__1024__0___0.png,P0402
P0411__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0411__1024__0___0.png,P0411
P0411__1024__0___62,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0411__1024__0___62.png,P0411
P0414__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0414__1024__0___0.png,P0414
P0414__1024__0___62,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0414__1024__0___62.png,P0414
P0420__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0420__1024__0___0.png,P0420
P0420__1024__0___94,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0420__1024__0___94.png,P0420
P0420__1024__596___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0420__1024__596___0.png,P0420
P0420__1024__596___94,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0420__1024__596___94.png,P0420
P0432__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0432__1024__0___0.png,P0432
P0454__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0454__1024__0___0.png,P0454
P0454__1024__442___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0454__1024__442___0.png,P0454
P0457__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0457__1024__0___0.png,P0457
P0457__1024__379___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0457__1024__379___0.png,P0457
P0466__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0466__1024__0___0.png,P0466
P0466__1024__0___391,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0466__1024__0___391.png,P0466
P0466__1024__274___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0466__1024__274___0.png,P0466
P0466__1024__274___391,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0466__1024__274___391.png,P0466
P0476__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0476__1024__0___0.png,P0476
P0476__1024__0___205,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0476__1024__0___205.png,P0476
P0476__1024__122___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0476__1024__122___0.png,P0476
P0476__1024__122___205,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0476__1024__122___205.png,P0476
P0486__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0486__1024__0___0.png,P0486
P0486__1024__441___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0486__1024__441___0.png,P0486
P0491__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0491__1024__0___0.png,P0491
P0491__1024__0___742,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0491__1024__0___742.png,P0491
P0491__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0491__1024__1648___0.png,P0491
P0491__1024__1648___742,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0491__1024__1648___742.png,P0491
P0491__1024__1778___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0491__1024__1778___0.png,P0491
P0491__1024__1778___742,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0491__1024__1778___742.png,P0491
P0491__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0491__1024__824___0.png,P0491
P0491__1024__824___742,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0491__1024__824___742.png,P0491
P0499__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0499__1024__0___0.png,P0499
P0499__1024__0___183,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0499__1024__0___183.png,P0499
P0499__1024__31___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0499__1024__31___0.png,P0499
P0499__1024__31___183,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0499__1024__31___183.png,P0499
P0518__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0518__1024__0___0.png,P0518
P0518__1024__0___91,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0518__1024__0___91.png,P0518
P0524__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0524__1024__0___0.png,P0524
P0524__1024__0___82,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0524__1024__0___82.png,P0524
P0524__1024__79___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0524__1024__79___0.png,P0524
P0524__1024__79___82,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0524__1024__79___82.png,P0524
P0525__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0525__1024__0___0.png,P0525
P0525__1024__0___290,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0525__1024__0___290.png,P0525
P0526__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0526__1024__0___0.png,P0526
P0526__1024__0___658,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0526__1024__0___658.png,P0526
P0526__1024__1278___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0526__1024__1278___0.png,P0526
P0526__1024__1278___658,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0526__1024__1278___658.png,P0526
P0526__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0526__1024__824___0.png,P0526
P0526__1024__824___658,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0526__1024__824___658.png,P0526
P0543__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0543__1024__0___0.png,P0543
P0543__1024__125___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0543__1024__125___0.png,P0543
P0547__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0547__1024__0___0.png,P0547
P0547__1024__0___158,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0547__1024__0___158.png,P0547
P0550__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0550__1024__0___0.png,P0550
P0550__1024__386___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0550__1024__386___0.png,P0550
P0551__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P0551__1024__0___0.png,P0551
