assignment_version,annotator_slot,task_order,anon_id,dataset,image_id,pred_id,crop_relpath,long_side_angle_deg_le90,cannot_determine,annotator_id,annotation_timestamp_utc
m4-v3-e6479d43f0b9,A,769,8781c1c5718500ed,DIOR-R,21362,1,crops/8781c1c5718500ed.jpg,,,,
m4-v3-e6479d43f0b9,A,770,75a7cfc0f3137d03,SODA-A,02463__800__2400___600,53,crops/75a7cfc0f3137d03.jpg,,,,
m4-v3-e6479d43f0b9,A,771,1fa913c92bd61305,FAIR1M-v1.0,12321__1024__0___0,0,crops/1fa913c92bd61305.jpg,,,,
m4-v3-e6479d43f0b9,A,772,39d3ccaa0fee9821,FAIR1M-v1.0,14174__1024__0___0,233,crops/39d3ccaa0fee9821.jpg,,,,
m4-v3-e6479d43f0b9,A,773,5a0877d60771560e,FAIR1M-v1.0,8671__1024__0___0,14,crops/5a0877d60771560e.jpg,,,,
m4-v3-e6479d43f0b9,A,774,c1e89aee6315e199,FAIR1M-v1.0,115__1024__0___0,12,crops/c1e89aee6315e199.jpg,,,,
m4-v3-e6479d43f0b9,A,775,6db0d4d2b9482e3f,SODA-A,01759__800__1200___1985,5,crops/6db0d4d2b9482e3f.jpg,,,,
m4-v3-e6479d43f0b9,A,776,5194bfa04a6202a4,SODA-A,02090__800__3000___1800,4,crops/5194bfa04a6202a4.jpg,,,,
m4-v3-e6479d43f0b9,A,777,4f447e0882d9d6ad,DIOR-R,20889,60,crops/4f447e0882d9d6ad.jpg,,,,
m4-v3-e6479d43f0b9,A,778,0caae00f03a3d8e6,SODA-A,00936__800__600___0,6,crops/0caae00f03a3d8e6.jpg,,,,
m4-v3-e6479d43f0b9,A,779,c817241fb36bcbe7,DIOR-R,13023,1,crops/c817241fb36bcbe7.jpg,,,,
m4-v3-e6479d43f0b9,A,780,a4288dc0eea266df,SODA-A,01875__800__2400___1800,1,crops/a4288dc0eea266df.jpg,,,,
m4-v3-e6479d43f0b9,A,781,0ab8a7c1eb26a8c7,FAIR1M-v1.0,12883__1024__0___0,41,crops/0ab8a7c1eb26a8c7.jpg,,,,
m4-v3-e6479d43f0b9,A,782,3a2c94dd41998825,DIOR-R,14343,1,crops/3a2c94dd41998825.jpg,,,,
m4-v3-e6479d43f0b9,A,783,60fb0fe10aee7286,SODA-A,01909__800__2400___600,42,crops/60fb0fe10aee7286.jpg,,,,
m4-v3-e6479d43f0b9,A,784,4abd449189359816,DIOR-R,16616,0,crops/4abd449189359816.jpg,,,,
m4-v3-e6479d43f0b9,A,785,9d89fe5dc2ab0617,FAIR1M-v1.0,307__1024__0___0,48,crops/9d89fe5dc2ab0617.jpg,,,,
m4-v3-e6479d43f0b9,A,786,f37d9b925d845dd3,SODA-A,01916__800__0___600,0,crops/f37d9b925d845dd3.jpg,,,,
m4-v3-e6479d43f0b9,A,787,c9233d68e261e3b4,SODA-A,00283__800__1200___1974,384,crops/c9233d68e261e3b4.jpg,,,,
m4-v3-e6479d43f0b9,A,788,2203f77e887352f1,SODA-A,00190__800__4000___1200,50,crops/2203f77e887352f1.jpg,,,,
m4-v3-e6479d43f0b9,A,789,4269431393525289,SODA-A,02179__800__1200___1944,177,crops/4269431393525289.jpg,,,,
m4-v3-e6479d43f0b9,A,790,ab1dee47e1d57ebe,SODA-A,00855__800__3955___1985,133,crops/ab1dee47e1d57ebe.jpg,,,,
m4-v3-e6479d43f0b9,A,791,b04e17151c2f15be,FAIR1M-v1.0,1240__1024__0___0,55,crops/b04e17151c2f15be.jpg,,,,
m4-v3-e6479d43f0b9,A,792,dbd2bb2c41304299,DIOR-R,12902,9,crops/dbd2bb2c41304299.jpg,,,,
m4-v3-e6479d43f0b9,A,793,c5903372d15b5bbe,DIOR-R,22398,28,crops/c5903372d15b5bbe.jpg,,,,
m4-v3-e6479d43f0b9,A,794,384a16ef4cc8598b,DIOR-R,13459,32,crops/384a16ef4cc8598b.jpg,,,,
m4-v3-e6479d43f0b9,A,795,bc8b12517ac68a53,FAIR1M-v1.0,4746__1024__0___0,7,crops/bc8b12517ac68a53.jpg,,,,
m4-v3-e6479d43f0b9,A,796,9f2ccd644db7a1c9,FAIR1M-v1.0,7642__1024__0___0,21,crops/9f2ccd644db7a1c9.jpg,,,,
m4-v3-e6479d43f0b9,A,797,b93ecee2d129c9e7,DIOR-R,22354,72,crops/b93ecee2d129c9e7.jpg,,,,
m4-v3-e6479d43f0b9,A,798,0a71a21e78a95c5e,SODA-A,01413__800__600___1200,87,crops/0a71a21e78a95c5e.jpg,,,,
m4-v3-e6479d43f0b9,A,799,98be8d6b28099e69,DIOR-R,13650,11,crops/98be8d6b28099e69.jpg,,,,
m4-v3-e6479d43f0b9,A,800,5a6a7dd4e47c6ecb,DIOR-R,17273,21,crops/5a6a7dd4e47c6ecb.jpg,,,,
m4-v3-e6479d43f0b9,A,801,1f89a522e52cf04f,SODA-A,01909__800__2400___600,533,crops/1f89a522e52cf04f.jpg,,,,
m4-v3-e6479d43f0b9,A,802,182f9f6036feca90,SODA-A,01916__800__1800___1200,11,crops/182f9f6036feca90.jpg,,,,
m4-v3-e6479d43f0b9,A,803,c5dd041d431c1f23,DIOR-R,17131,43,crops/c5dd041d431c1f23.jpg,,,,
m4-v3-e6479d43f0b9,A,804,093456f13ad3ceab,SODA-A,02107__800__1800___1800,269,crops/093456f13ad3ceab.jpg,,,,
m4-v3-e6479d43f0b9,A,805,b2ef4eb8076edbe1,DIOR-R,23182,3,crops/b2ef4eb8076edbe1.jpg,,,,
m4-v3-e6479d43f0b9,A,806,a8c0495724a23eb8,FAIR1M-v1.0,5477__1024__0___0,53,crops/a8c0495724a23eb8.jpg,,,,
m4-v3-e6479d43f0b9,A,807,ce4dfa0e671eb686,DIOR-R,17983,11,crops/ce4dfa0e671eb686.jpg,,,,
m4-v3-e6479d43f0b9,A,808,80ebae1d92813900,FAIR1M-v1.0,8484__1024__0___0,76,crops/80ebae1d92813900.jpg,,,,
m4-v3-e6479d43f0b9,A,809,a875607650ade784,DIOR-R,20332,37,crops/a875607650ade784.jpg,,,,
m4-v3-e6479d43f0b9,A,810,7c0ce9f37923b317,DIOR-R,17572,43,crops/7c0ce9f37923b317.jpg,,,,
m4-v3-e6479d43f0b9,A,811,1f45c229950a0bcd,DIOR-R,13415,3,crops/1f45c229950a0bcd.jpg,,,,
m4-v3-e6479d43f0b9,A,812,7bd75f237de43dca,SODA-A,02107__800__1200___1985,232,crops/7bd75f237de43dca.jpg,,,,
m4-v3-e6479d43f0b9,A,813,e56bf83024828c5e,DIOR-R,22508,26,crops/e56bf83024828c5e.jpg,,,,
m4-v3-e6479d43f0b9,A,814,501f3432d16fd78f,FAIR1M-v1.0,15493__1024__0___0,163,crops/501f3432d16fd78f.jpg,,,,
m4-v3-e6479d43f0b9,A,815,c9b92d1bd4661b05,SODA-A,00733__800__600___600,21,crops/c9b92d1bd4661b05.jpg,,,,
m4-v3-e6479d43f0b9,A,816,f9e9eaf13f6b1a9f,DIOR-R,16467,27,crops/f9e9eaf13f6b1a9f.jpg,,,,
m4-v3-e6479d43f0b9,A,817,feb5caf3d3e64867,DIOR-R,15607,10,crops/feb5caf3d3e64867.jpg,,,,
m4-v3-e6479d43f0b9,A,818,c8f5424714b43ecf,DIOR-R,17782,17,crops/c8f5424714b43ecf.jpg,,,,
m4-v3-e6479d43f0b9,A,819,7ee142787138b614,FAIR1M-v1.0,8615__1024__0___0,33,crops/7ee142787138b614.jpg,,,,
m4-v3-e6479d43f0b9,A,820,2931da09910fcd7c,SODA-A,01600__800__3942___1200,56,crops/2931da09910fcd7c.jpg,,,,
m4-v3-e6479d43f0b9,A,821,3a0b05221671ec80,FAIR1M-v1.0,65__1024__0___0,35,crops/3a0b05221671ec80.jpg,,,,
m4-v3-e6479d43f0b9,A,822,1b3fdc49e617b7d7,FAIR1M-v1.0,2541__1024__0___0,475,crops/1b3fdc49e617b7d7.jpg,,,,
m4-v3-e6479d43f0b9,A,823,fec805ff100621b8,FAIR1M-v1.0,3803__1024__0___0,357,crops/fec805ff100621b8.jpg,,,,
m4-v3-e6479d43f0b9,A,824,97fe97336ae93591,DIOR-R,15382,20,crops/97fe97336ae93591.jpg,,,,
m4-v3-e6479d43f0b9,A,825,40c860f6e62928f4,FAIR1M-v1.0,15100__1024__0___0,0,crops/40c860f6e62928f4.jpg,,,,
m4-v3-e6479d43f0b9,A,826,245fa9f932719281,FAIR1M-v1.0,495__1024__0___0,44,crops/245fa9f932719281.jpg,,,,
m4-v3-e6479d43f0b9,A,827,3fb118cfb15b0753,FAIR1M-v1.0,13811__1024__0___0,21,crops/3fb118cfb15b0753.jpg,,,,
m4-v3-e6479d43f0b9,A,828,3e024a0c59456289,SODA-A,00199__800__0___600,21,crops/3e024a0c59456289.jpg,,,,
m4-v3-e6479d43f0b9,A,829,95dcda70875e857d,FAIR1M-v1.0,14028__1024__0___0,6,crops/95dcda70875e857d.jpg,,,,
m4-v3-e6479d43f0b9,A,830,5e0d788036453514,FAIR1M-v1.0,13952__1024__0___0,4,crops/5e0d788036453514.jpg,,,,
m4-v3-e6479d43f0b9,A,831,0c12a6ef791b54e9,SODA-A,00855__800__0___1985,123,crops/0c12a6ef791b54e9.jpg,,,,
m4-v3-e6479d43f0b9,A,832,c225d1bd0e03d32f,FAIR1M-v1.0,901__1024__0___0,32,crops/c225d1bd0e03d32f.jpg,,,,
m4-v3-e6479d43f0b9,A,833,2248426dbd1d000b,DIOR-R,17425,5,crops/2248426dbd1d000b.jpg,,,,
m4-v3-e6479d43f0b9,A,834,4cc2897af21ef9d4,FAIR1M-v1.0,6849__1024__0___0,2,crops/4cc2897af21ef9d4.jpg,,,,
m4-v3-e6479d43f0b9,A,835,8e56ac53539699d1,SODA-A,00967__800__0___1800,61,crops/8e56ac53539699d1.jpg,,,,
m4-v3-e6479d43f0b9,A,836,c2d0329b753acbe4,SODA-A,01210__800__3955___0,10,crops/c2d0329b753acbe4.jpg,,,,
m4-v3-e6479d43f0b9,A,837,780e1d44430b8a6f,FAIR1M-v1.0,9155__1024__0___0,146,crops/780e1d44430b8a6f.jpg,,,,
m4-v3-e6479d43f0b9,A,838,3d45fde904e1ff9c,FAIR1M-v1.0,4529__1024__0___0,16,crops/3d45fde904e1ff9c.jpg,,,,
m4-v3-e6479d43f0b9,A,839,6363911f1fe3003e,SODA-A,00849__800__2400___1200,84,crops/6363911f1fe3003e.jpg,,,,
m4-v3-e6479d43f0b9,A,840,8bccfaf24cb6bd28,DIOR-R,17419,2,crops/8bccfaf24cb6bd28.jpg,,,,
m4-v3-e6479d43f0b9,A,841,01715b1280e31ec1,SODA-A,00959__800__1200___2113,5,crops/01715b1280e31ec1.jpg,,,,
m4-v3-e6479d43f0b9,A,842,3a71b22383385c65,SODA-A,02227__800__1800___1200,9,crops/3a71b22383385c65.jpg,,,,
m4-v3-e6479d43f0b9,A,843,9e8449224e2cde99,FAIR1M-v1.0,1324__1024__0___0,333,crops/9e8449224e2cde99.jpg,,,,
m4-v3-e6479d43f0b9,A,844,abfd78e2627991ae,FAIR1M-v1.0,7805__1024__0___0,0,crops/abfd78e2627991ae.jpg,,,,
m4-v3-e6479d43f0b9,A,845,05fc6ca6f2299150,FAIR1M-v1.0,13312__1024__0___0,30,crops/05fc6ca6f2299150.jpg,,,,
m4-v3-e6479d43f0b9,A,846,05082014fe972812,FAIR1M-v1.0,1197__1024__0___0,3,crops/05082014fe972812.jpg,,,,
m4-v3-e6479d43f0b9,A,847,8e07f12d0fdb2863,FAIR1M-v1.0,2986__1024__0___0,2,crops/8e07f12d0fdb2863.jpg,,,,
m4-v3-e6479d43f0b9,A,848,391d2246e284d8f8,FAIR1M-v1.0,12946__1024__0___0,44,crops/391d2246e284d8f8.jpg,,,,
m4-v3-e6479d43f0b9,A,849,4ba5552742b38111,FAIR1M-v1.0,10468__1024__0___0,8,crops/4ba5552742b38111.jpg,,,,
m4-v3-e6479d43f0b9,A,850,82594fcfa5e3127f,SODA-A,00044__800__600___1944,2,crops/82594fcfa5e3127f.jpg,,,,
m4-v3-e6479d43f0b9,A,851,d465c8e2cf1c3aae,FAIR1M-v1.0,9527__1024__0___0,0,crops/d465c8e2cf1c3aae.jpg,,,,
m4-v3-e6479d43f0b9,A,852,9ba27b754331eea5,FAIR1M-v1.0,9565__1024__0___0,296,crops/9ba27b754331eea5.jpg,,,,
m4-v3-e6479d43f0b9,A,853,9a1a44f3c8901ab0,FAIR1M-v1.0,11017__1024__0___0,44,crops/9a1a44f3c8901ab0.jpg,,,,
m4-v3-e6479d43f0b9,A,854,49702b2b87ef2c82,FAIR1M-v1.0,6886__1024__0___0,220,crops/49702b2b87ef2c82.jpg,,,,
m4-v3-e6479d43f0b9,A,855,511764e576938182,SODA-A,02024__800__1200___1200,43,crops/511764e576938182.jpg,,,,
m4-v3-e6479d43f0b9,A,856,0c48e0eaa9b91e1c,DIOR-R,16874,7,crops/0c48e0eaa9b91e1c.jpg,,,,
m4-v3-e6479d43f0b9,A,857,9b499003ab5b372d,SODA-A,01785__800__3600___1200,136,crops/9b499003ab5b372d.jpg,,,,
m4-v3-e6479d43f0b9,A,858,4d640a4a492e7b53,DIOR-R,15950,0,crops/4d640a4a492e7b53.jpg,,,,
m4-v3-e6479d43f0b9,A,859,3e63636af36baff1,FAIR1M-v1.0,11659__1024__0___0,20,crops/3e63636af36baff1.jpg,,,,
m4-v3-e6479d43f0b9,A,860,35cdd52b66bc6541,FAIR1M-v1.0,7115__1024__0___0,131,crops/35cdd52b66bc6541.jpg,,,,
m4-v3-e6479d43f0b9,A,861,10f7608a05438089,FAIR1M-v1.0,1613__1024__0___0,101,crops/10f7608a05438089.jpg,,,,
m4-v3-e6479d43f0b9,A,862,8fd073ddf9a2b6a3,SODA-A,02424__800__0___600,1,crops/8fd073ddf9a2b6a3.jpg,,,,
m4-v3-e6479d43f0b9,A,863,fc2ccb14e2f3e01e,SODA-A,00128__800__600___1800,30,crops/fc2ccb14e2f3e01e.jpg,,,,
m4-v3-e6479d43f0b9,A,864,0b9ab1127e0db226,FAIR1M-v1.0,11111__1024__0___0,6,crops/0b9ab1127e0db226.jpg,,,,
m4-v3-e6479d43f0b9,A,865,1e1b4c48a1cbc583,DIOR-R,18991,1,crops/1e1b4c48a1cbc583.jpg,,,,
m4-v3-e6479d43f0b9,A,866,7b0cf58b1549f917,FAIR1M-v1.0,7940__1024__0___0,175,crops/7b0cf58b1549f917.jpg,,,,
m4-v3-e6479d43f0b9,A,867,6ff7c1765334b161,FAIR1M-v1.0,6611__1024__0___0,116,crops/6ff7c1765334b161.jpg,,,,
m4-v3-e6479d43f0b9,A,868,4b6ff40080dfd29d,FAIR1M-v1.0,1590__1024__0___0,34,crops/4b6ff40080dfd29d.jpg,,,,
m4-v3-e6479d43f0b9,A,869,e977c7e5a05a147a,SODA-A,02190__800__1200___1200,133,crops/e977c7e5a05a147a.jpg,,,,
m4-v3-e6479d43f0b9,A,870,5c2353432821dcc7,DIOR-R,18152,15,crops/5c2353432821dcc7.jpg,,,,
m4-v3-e6479d43f0b9,A,871,6ba97db97904c5d4,FAIR1M-v1.0,16195__1024__0___0,42,crops/6ba97db97904c5d4.jpg,,,,
m4-v3-e6479d43f0b9,A,872,029fc64a964f87d2,SODA-A,01633__800__600___600,0,crops/029fc64a964f87d2.jpg,,,,
m4-v3-e6479d43f0b9,A,873,d86f87aaf790b25f,DIOR-R,23300,2,crops/d86f87aaf790b25f.jpg,,,,
m4-v3-e6479d43f0b9,A,874,7a78daae3880863a,DIOR-R,21418,5,crops/7a78daae3880863a.jpg,,,,
m4-v3-e6479d43f0b9,A,875,3221770800266275,DIOR-R,16638,34,crops/3221770800266275.jpg,,,,
m4-v3-e6479d43f0b9,A,876,150c6456a882c802,FAIR1M-v1.0,13124__1024__0___0,3,crops/150c6456a882c802.jpg,,,,
m4-v3-e6479d43f0b9,A,877,253a54b4b0e049d7,SODA-A,01729__800__1800___1800,3,crops/253a54b4b0e049d7.jpg,,,,
m4-v3-e6479d43f0b9,A,878,7249a0166027746f,FAIR1M-v1.0,4181__1024__0___0,101,crops/7249a0166027746f.jpg,,,,
m4-v3-e6479d43f0b9,A,879,f41f4761a7f62a5f,DIOR-R,17803,0,crops/f41f4761a7f62a5f.jpg,,,,
m4-v3-e6479d43f0b9,A,880,b6542232d4947f44,SODA-A,00262__800__0___1800,17,crops/b6542232d4947f44.jpg,,,,
m4-v3-e6479d43f0b9,A,881,b87bd07f5473d71b,DIOR-R,21331,76,crops/b87bd07f5473d71b.jpg,,,,
m4-v3-e6479d43f0b9,A,882,c3774ced28358a16,FAIR1M-v1.0,5879__1024__2472___2976,20,crops/c3774ced28358a16.jpg,,,,
m4-v3-e6479d43f0b9,A,883,4ab07862981fc8ef,DIOR-R,14132,54,crops/4ab07862981fc8ef.jpg,,,,
m4-v3-e6479d43f0b9,A,884,f6d4d96ed7b33cac,SODA-A,01261__800__1800___1800,1,crops/f6d4d96ed7b33cac.jpg,,,,
m4-v3-e6479d43f0b9,A,885,4ecacee5433c4ca9,FAIR1M-v1.0,6704__1024__0___0,5,crops/4ecacee5433c4ca9.jpg,,,,
m4-v3-e6479d43f0b9,A,886,da86df7d3c8d12ed,FAIR1M-v1.0,5261__1024__0___0,178,crops/da86df7d3c8d12ed.jpg,,,,
m4-v3-e6479d43f0b9,A,887,0b76cc1135343efa,FAIR1M-v1.0,10284__1024__0___0,161,crops/0b76cc1135343efa.jpg,,,,
m4-v3-e6479d43f0b9,A,888,ffac2a7ca9776fb0,SODA-A,02107__800__600___1800,9,crops/ffac2a7ca9776fb0.jpg,,,,
m4-v3-e6479d43f0b9,A,889,b8459ab23e2998f1,SODA-A,01461__800__2400___1200,24,crops/b8459ab23e2998f1.jpg,,,,
m4-v3-e6479d43f0b9,A,890,d28b779edb8264bc,FAIR1M-v1.0,6160__1024__0___0,50,crops/d28b779edb8264bc.jpg,,,,
m4-v3-e6479d43f0b9,A,891,1cd8cb77d734711e,SODA-A,01568__800__2400___1985,41,crops/1cd8cb77d734711e.jpg,,,,
m4-v3-e6479d43f0b9,A,892,5fd9d7cd9c127c6d,DIOR-R,22785,8,crops/5fd9d7cd9c127c6d.jpg,,,,
m4-v3-e6479d43f0b9,A,893,a1b5c18a8719cff5,DIOR-R,16975,16,crops/a1b5c18a8719cff5.jpg,,,,
m4-v3-e6479d43f0b9,A,894,a72f99a017cff5a5,SODA-A,00152__800__2400___1200,7,crops/a72f99a017cff5a5.jpg,,,,
m4-v3-e6479d43f0b9,A,895,584c57dd8aed72da,SODA-A,01780__800__0___1800,422,crops/584c57dd8aed72da.jpg,,,,
m4-v3-e6479d43f0b9,A,896,29d9a4b01d151c51,DIOR-R,20355,2,crops/29d9a4b01d151c51.jpg,,,,
m4-v3-e6479d43f0b9,A,897,b98d7746b180e9f9,DIOR-R,22406,2,crops/b98d7746b180e9f9.jpg,,,,
m4-v3-e6479d43f0b9,A,898,c3821b7b4946057f,SODA-A,01795__800__1200___600,18,crops/c3821b7b4946057f.jpg,,,,
m4-v3-e6479d43f0b9,A,899,2dff38a5a209811b,DIOR-R,16965,6,crops/2dff38a5a209811b.jpg,,,,
m4-v3-e6479d43f0b9,A,900,1d8fdc604e975c83,SODA-A,00867__800__3000___2045,13,crops/1d8fdc604e975c83.jpg,,,,
m4-v3-e6479d43f0b9,A,901,22a1247b644264a1,SODA-A,01044__800__1800___1985,8,crops/22a1247b644264a1.jpg,,,,
m4-v3-e6479d43f0b9,A,902,8416fa4951187d63,DIOR-R,15373,79,crops/8416fa4951187d63.jpg,,,,
m4-v3-e6479d43f0b9,A,903,ce1b6b49436cedb9,FAIR1M-v1.0,1274__1024__0___0,17,crops/ce1b6b49436cedb9.jpg,,,,
m4-v3-e6479d43f0b9,A,904,4f626dc5e91d3ba0,SODA-A,00283__800__1200___1800,666,crops/4f626dc5e91d3ba0.jpg,,,,
m4-v3-e6479d43f0b9,A,905,9404c8b80582a71c,DIOR-R,16693,2,crops/9404c8b80582a71c.jpg,,,,
m4-v3-e6479d43f0b9,A,906,8d040f4ecf18ea90,SODA-A,02190__800__1800___600,171,crops/8d040f4ecf18ea90.jpg,,,,
m4-v3-e6479d43f0b9,A,907,d0d34351da77ac98,SODA-A,00202__800__3000___1985,88,crops/d0d34351da77ac98.jpg,,,,
m4-v3-e6479d43f0b9,A,908,6cc621299b704614,DIOR-R,16892,26,crops/6cc621299b704614.jpg,,,,
m4-v3-e6479d43f0b9,A,909,d76ba5eb97d962c9,FAIR1M-v1.0,13124__1024__0___0,1,crops/d76ba5eb97d962c9.jpg,,,,
m4-v3-e6479d43f0b9,A,910,68cb6175552f8fdf,FAIR1M-v1.0,2153__1024__0___0,26,crops/68cb6175552f8fdf.jpg,,,,
m4-v3-e6479d43f0b9,A,911,352e21a5cc5c0892,SODA-A,00867__800__4000___2045,138,crops/352e21a5cc5c0892.jpg,,,,
m4-v3-e6479d43f0b9,A,912,703b1287f887bb6f,DIOR-R,14117,9,crops/703b1287f887bb6f.jpg,,,,
m4-v3-e6479d43f0b9,A,913,495ec00599149c07,DIOR-R,15124,4,crops/495ec00599149c07.jpg,,,,
m4-v3-e6479d43f0b9,A,914,06bd35dea8c45491,FAIR1M-v1.0,9508__1024__0___0,26,crops/06bd35dea8c45491.jpg,,,,
m4-v3-e6479d43f0b9,A,915,f32d82fc6178eefd,FAIR1M-v1.0,15863__1024__0___0,13,crops/f32d82fc6178eefd.jpg,,,,
m4-v3-e6479d43f0b9,A,916,941844b05e90c396,SODA-A,01795__800__1800___1800,39,crops/941844b05e90c396.jpg,,,,
m4-v3-e6479d43f0b9,A,917,7384df55300f565c,SODA-A,01567__800__2400___1800,4,crops/7384df55300f565c.jpg,,,,
m4-v3-e6479d43f0b9,A,918,f35b4cfb3d1aaf70,FAIR1M-v1.0,2809__1024__0___0,59,crops/f35b4cfb3d1aaf70.jpg,,,,
m4-v3-e6479d43f0b9,A,919,9d78fe0698feaf3c,DIOR-R,19681,8,crops/9d78fe0698feaf3c.jpg,,,,
m4-v3-e6479d43f0b9,A,920,5e80ffafc55d816f,SODA-A,00849__800__2400___600,335,crops/5e80ffafc55d816f.jpg,,,,
m4-v3-e6479d43f0b9,A,921,c50f0d9eca7abd5c,FAIR1M-v1.0,12768__1024__0___0,12,crops/c50f0d9eca7abd5c.jpg,,,,
m4-v3-e6479d43f0b9,A,922,f9eed034096c3842,SODA-A,01099__800__0___1800,27,crops/f9eed034096c3842.jpg,,,,
m4-v3-e6479d43f0b9,A,923,b70ba5efff8d1d10,DIOR-R,14767,7,crops/b70ba5efff8d1d10.jpg,,,,
m4-v3-e6479d43f0b9,A,924,95e92090019c743e,FAIR1M-v1.0,13333__1024__0___0,108,crops/95e92090019c743e.jpg,,,,
m4-v3-e6479d43f0b9,A,925,606820ba91c3230c,FAIR1M-v1.0,14527__1024__0___0,19,crops/606820ba91c3230c.jpg,,,,
m4-v3-e6479d43f0b9,A,926,641186c01beb43af,SODA-A,02402__800__1800___1200,44,crops/641186c01beb43af.jpg,,,,
m4-v3-e6479d43f0b9,A,927,4755db58e9067c65,SODA-A,00244__800__3955___1985,22,crops/4755db58e9067c65.jpg,,,,
m4-v3-e6479d43f0b9,A,928,faf6a81a68e4cda0,DIOR-R,21577,98,crops/faf6a81a68e4cda0.jpg,,,,
m4-v3-e6479d43f0b9,A,929,01c6c91274faa66d,SODA-A,01211__800__600___0,58,crops/01c6c91274faa66d.jpg,,,,
m4-v3-e6479d43f0b9,A,930,e9e8c814b3ebf496,FAIR1M-v1.0,15915__1024__0___0,92,crops/e9e8c814b3ebf496.jpg,,,,
m4-v3-e6479d43f0b9,A,931,46b9777eacdf87a2,FAIR1M-v1.0,3576__1024__0___0,192,crops/46b9777eacdf87a2.jpg,,,,
m4-v3-e6479d43f0b9,A,932,463c23576fdad4a1,FAIR1M-v1.0,675__1024__0___476,73,crops/463c23576fdad4a1.jpg,,,,
m4-v3-e6479d43f0b9,A,933,50c2b802c8bb8b68,FAIR1M-v1.0,15294__1024__0___0,1,crops/50c2b802c8bb8b68.jpg,,,,
m4-v3-e6479d43f0b9,A,934,5a117c1607d93a22,SODA-A,01211__800__3000___1800,52,crops/5a117c1607d93a22.jpg,,,,
m4-v3-e6479d43f0b9,A,935,0759559b302c658d,DIOR-R,15735,0,crops/0759559b302c658d.jpg,,,,
m4-v3-e6479d43f0b9,A,936,d2f352fc322cd649,FAIR1M-v1.0,5477__1024__0___0,42,crops/d2f352fc322cd649.jpg,,,,
m4-v3-e6479d43f0b9,A,937,693593e914b749ec,FAIR1M-v1.0,12381__1024__0___0,5,crops/693593e914b749ec.jpg,,,,
m4-v3-e6479d43f0b9,A,938,c47d013701381a3d,FAIR1M-v1.0,1900__1024__0___0,221,crops/c47d013701381a3d.jpg,,,,
m4-v3-e6479d43f0b9,A,939,8f51e14e0d6a73cb,SODA-A,01580__800__1800___0,80,crops/8f51e14e0d6a73cb.jpg,,,,
m4-v3-e6479d43f0b9,A,940,5b7813e27240524b,DIOR-R,22889,3,crops/5b7813e27240524b.jpg,,,,
m4-v3-e6479d43f0b9,A,941,cc5b40a0b3f1e352,DIOR-R,15387,3,crops/cc5b40a0b3f1e352.jpg,,,,
m4-v3-e6479d43f0b9,A,942,787c5de1fa7a24d7,FAIR1M-v1.0,750__1024__0___0,58,crops/787c5de1fa7a24d7.jpg,,,,
m4-v3-e6479d43f0b9,A,943,427e51a48409a2ef,DIOR-R,17033,0,crops/427e51a48409a2ef.jpg,,,,
m4-v3-e6479d43f0b9,A,944,2f9777a906791220,SODA-A,01316__800__2400___1944,7,crops/2f9777a906791220.jpg,,,,
m4-v3-e6479d43f0b9,A,945,138d9ece25d3a62e,FAIR1M-v1.0,9694__1024__0___0,136,crops/138d9ece25d3a62e.jpg,,,,
m4-v3-e6479d43f0b9,A,946,9747ee37b2c503ec,SODA-A,00063__800__1200___600,182,crops/9747ee37b2c503ec.jpg,,,,
m4-v3-e6479d43f0b9,A,947,54fd050f6ffc2395,FAIR1M-v1.0,9522__1024__976___0,11,crops/54fd050f6ffc2395.jpg,,,,
m4-v3-e6479d43f0b9,A,948,bc3f1cb52de6b28f,SODA-A,01757__800__600___0,115,crops/bc3f1cb52de6b28f.jpg,,,,
m4-v3-e6479d43f0b9,A,949,30989111f5664f9b,DIOR-R,16652,3,crops/30989111f5664f9b.jpg,,,,
m4-v3-e6479d43f0b9,A,950,e1f75a0920d39b66,DIOR-R,15096,28,crops/e1f75a0920d39b66.jpg,,,,
m4-v3-e6479d43f0b9,A,951,33fbcb2f82fa2958,DIOR-R,16497,29,crops/33fbcb2f82fa2958.jpg,,,,
m4-v3-e6479d43f0b9,A,952,ba7cc6c4721116fe,DIOR-R,16297,50,crops/ba7cc6c4721116fe.jpg,,,,
m4-v3-e6479d43f0b9,A,953,9bab53b6320ea504,DIOR-R,14530,22,crops/9bab53b6320ea504.jpg,,,,
m4-v3-e6479d43f0b9,A,954,5c0dd68f281b30a3,SODA-A,00988__800__3600___0,7,crops/5c0dd68f281b30a3.jpg,,,,
m4-v3-e6479d43f0b9,A,955,6a5394b01f7f7866,SODA-A,01693__800__1800___600,66,crops/6a5394b01f7f7866.jpg,,,,
m4-v3-e6479d43f0b9,A,956,3471ab7149919bd8,SODA-A,01795__800__2400___1200,206,crops/3471ab7149919bd8.jpg,,,,
m4-v3-e6479d43f0b9,A,957,239f1c7b133a86b3,DIOR-R,19135,2,crops/239f1c7b133a86b3.jpg,,,,
m4-v3-e6479d43f0b9,A,958,7aa706cbd281d413,DIOR-R,11883,20,crops/7aa706cbd281d413.jpg,,,,
m4-v3-e6479d43f0b9,A,959,cc0a672d74d3499c,SODA-A,02030__800__600___1985,7,crops/cc0a672d74d3499c.jpg,,,,
