image_id,gt_count,old_r011_n_pred,m069_n_pred,r014_identity_n_pred,r014_hflip_n_pred,r014_vflip_n_pred
3602__1024__0___0,1,8,8,8,9,8
3607__1024__0___0,55,240,240,240,251,248
3614__1024__0___0,35,222,222,222,224,225
361__1024__0___0,96,317,317,317,322,312
3622__1024__0___0,40,318,318,318,319,315
3623__1024__0___0,12,86,86,86,74,83
3628__1024__0___0,65,313,313,313,310,315
3636__1024__0___0,35,204,204,204,212,210
3637__1024__0___0,7,54,54,54,41,48
3644__1024__0___0,7,50,50,50,54,53
3645__1024__0___0,6,91,91,91,93,85
364__1024__0___0,1,11,11,11,11,17
364__1024__0___476,0,MISSING,2,2,0,1
364__1024__476___0,0,MISSING,0,0,0,0
364__1024__476___476,0,MISSING,0,0,0,0
3652__1024__0___0,2,30,30,30,30,34
3653__1024__0___0,5,72,72,72,68,73
3653__1024__0___824,12,259,259,259,293,304
3653__1024__0___976,9,373,373,373,354,367
3653__1024__824___0,18,222,222,222,219,205
3653__1024__824___824,3,137,137,137,113,196
3653__1024__824___976,2,184,184,184,168,190
3653__1024__976___0,19,232,232,232,213,216
3653__1024__976___824,2,36,36,36,14,33
3653__1024__976___976,2,36,36,36,13,22
3656__1024__0___0,24,160,160,160,169,164
3658__1024__0___0,1,6,6,6,7,6
3662__1024__0___0,8,68,68,68,76,73
3676__1024__0___0,21,145,145,145,140,140
367__1024__0___0,0,MISSING,45,45,46,114
367__1024__0___476,0,MISSING,393,393,412,510
367__1024__476___0,1,69,69,69,25,68
367__1024__476___476,1,445,445,445,462,459
3680__1024__0___0,2,41,41,41,37,39
3687__1024__0___0,9,184,184,184,188,173
3688__1024__0___0,1,25,25,25,23,21
368__1024__0___0,13,199,199,199,174,174
3695__1024__0___0,38,287,287,287,314,306
36__1024__0___0,0,MISSING,4,4,0,4
36__1024__0___476,2,5,5,5,3,7
36__1024__476___0,2,13,13,13,12,15
36__1024__476___476,3,12,12,12,13,12
3702__1024__0___0,1,9,9,9,8,8
3704__1024__0___0,2,21,21,21,21,21
3708__1024__0___0,17,215,215,215,209,237
3709__1024__0___0,38,267,267,267,290,269
3710__1024__0___0,14,81,81,81,83,88
3712__1024__0___0,8,75,75,75,86,79
3715__1024__0___0,3,39,39,39,32,39
3718__1024__0___0,3,50,50,50,64,53
3719__1024__0___0,62,376,376,376,348,358
3733__1024__0___0,5,21,21,21,18,17
3742__1024__0___0,9,140,140,140,122,124
3745__1024__0___0,1,9,9,9,17,10
3748__1024__0___0,3,73,73,73,68,86
374__1024__0___0,17,145,145,145,168,168
376__1024__0___0,42,259,259,259,267,239
3770__1024__0___0,2,18,18,18,21,21
3771__1024__0___0,24,297,297,297,312,311
3792__1024__0___0,34,268,268,268,280,289
3801__1024__0___0,1,17,17,17,17,20
3803__1024__0___0,299,547,547,547,569,575
3805__1024__0___0,33,251,251,251,242,232
381__1024__0___0,74,301,301,301,304,308
3823__1024__0___0,3,44,44,44,43,57
382__1024__0___0,6,45,45,45,46,51
382__1024__0___476,2,11,11,11,17,15
382__1024__476___0,7,50,50,50,59,50
382__1024__476___476,3,19,19,19,20,25
3831__1024__0___0,12,143,143,143,154,145
3836__1024__0___0,53,267,267,267,242,244
3838__1024__0___0,1,15,15,15,15,15
383__1024__0___0,1,12,12,12,13,10
3840__1024__0___0,6,75,75,75,73,71
3846__1024__0___0,0,MISSING,5,5,28,25
3846__1024__0___824,2,17,17,17,14,18
3846__1024__0___976,2,21,21,21,18,21
3846__1024__824___0,0,MISSING,18,18,11,19
3846__1024__824___824,0,MISSING,4,4,2,0
3846__1024__824___976,0,MISSING,1,1,2,0
3846__1024__976___0,0,MISSING,22,22,17,24
3846__1024__976___824,0,MISSING,2,2,2,0
3846__1024__976___976,0,MISSING,1,1,2,0
3848__1024__0___0,13,183,183,183,227,191
3849__1024__0___0,4,35,35,35,37,41
3855__1024__0___0,5,56,56,56,59,61
3858__1024__0___0,2,27,27,27,34,28
386__1024__0___0,5,33,33,33,36,41
386__1024__0___476,1,9,9,9,10,9
386__1024__476___0,2,15,15,15,15,18
386__1024__476___476,1,10,10,10,11,9
3870__1024__0___0,34,399,399,399,416,413
3878__1024__0___0,59,335,335,335,356,339
3879__1024__0___0,95,408,408,408,446,452
387__1024__0___0,40,318,318,318,319,315
3880__1024__0___0,7,69,69,69,63,55
3889__1024__0___0,1,35,35,35,33,32
3891__1024__0___0,7,80,80,80,87,86
3892__1024__0___0,2,31,31,31,28,37
3900__1024__0___0,1,6,6,6,6,6
3905__1024__0___0,36,251,251,251,256,265
3908__1024__0___0,19,120,120,120,113,147
3916__1024__0___0,2,10,10,10,7,6
3917__1024__0___0,1,9,9,9,11,15
391__1024__0___0,32,203,203,203,206,192
3922__1024__0___0,17,214,214,214,232,212
3927__1024__0___0,8,50,50,50,48,45
3929__1024__0___0,7,55,55,55,56,58
3937__1024__0___0,5,59,59,59,56,55
3937__1024__0___1648,2,28,28,28,20,21
3937__1024__0___2472,1,12,12,12,12,11
3937__1024__0___2976,0,MISSING,1,1,1,3
3937__1024__0___824,6,44,44,44,43,41
3937__1024__1648___0,0,MISSING,10,10,8,9
3937__1024__1648___1648,0,MISSING,19,19,19,28
3937__1024__1648___2472,0,MISSING,23,23,29,23
3937__1024__1648___2976,0,MISSING,9,9,18,15
3937__1024__1648___824,1,21,21,21,17,22
3937__1024__2472___0,0,MISSING,6,6,3,4
3937__1024__2472___1648,0,MISSING,14,14,13,13
3937__1024__2472___2472,0,MISSING,17,17,18,15
3937__1024__2472___2976,0,MISSING,15,15,16,14
3937__1024__2472___824,0,MISSING,18,18,17,12
3937__1024__2976___0,0,MISSING,6,6,9,4
3937__1024__2976___1648,0,MISSING,6,6,7,9
3937__1024__2976___2472,0,MISSING,13,13,15,16
3937__1024__2976___2976,0,MISSING,7,7,9,11
3937__1024__2976___824,0,MISSING,13,13,18,11
3937__1024__824___0,1,33,33,33,27,33
3937__1024__824___1648,0,MISSING,7,7,1,7
3937__1024__824___2472,0,MISSING,17,17,17,14
3937__1024__824___2976,0,MISSING,14,14,14,11
3937__1024__824___824,8,71,71,71,66,62
3940__1024__0___0,71,389,389,389,399,396
3944__1024__0___0,2,14,14,14,16,11
3950__1024__0___0,1,13,13,13,14,12
3953__1024__0___0,11,219,219,219,244,237
3955__1024__0___0,49,290,290,290,292,291
3957__1024__0___0,4,34,34,34,34,33
395__1024__0___0,4,32,32,32,33,28
395__1024__0___476,3,24,24,24,24,20
395__1024__476___0,4,22,22,22,22,23
395__1024__476___476,3,11,11,11,12,11
3963__1024__0___0,20,238,238,238,228,233
3968__1024__0___0,19,187,187,187,176,195
3970__1024__0___0,1,10,10,10,10,10
3973__1024__0___0,2,14,14,14,17,17
3973__1024__0___824,1,10,10,10,13,7
3973__1024__0___976,1,17,17,17,14,11
3973__1024__824___0,1,4,4,4,5,6
3973__1024__824___824,0,MISSING,0,0,1,0
3973__1024__824___976,0,MISSING,1,1,1,0
3973__1024__976___0,1,3,3,3,4,4
3973__1024__976___824,0,MISSING,0,0,0,0
3973__1024__976___976,0,MISSING,1,1,1,0
3994__1024__0___0,55,274,274,274,265,257
3999__1024__0___0,6,80,80,80,87,81
4010__1024__0___0,19,168,168,168,157,168
4015__1024__0___0,5,80,80,80,85,77
401__1024__0___0,5,70,70,70,62,63
401__1024__0___476,7,62,62,62,68,70
401__1024__476___0,3,56,56,56,59,58
401__1024__476___476,8,74,74,74,97,81
4020__1024__0___0,62,291,291,291,263,293
4024__1024__0___0,48,293,293,293,303,277
402__1024__0___0,3,45,45,45,46,54
4039__1024__0___0,1,22,22,22,22,22
403__1024__0___0,51,304,304,304,299,335
4041__1024__0___0,21,319,319,319,324,325
4042__1024__0___0,16,306,306,306,313,331
4048__1024__0___0,31,269,269,269,253,255
4064__1024__0___0,1,15,15,15,17,10
4065__1024__0___0,2,17,17,17,20,19
4068__1024__0___0,16,278,278,278,272,261
4069__1024__0___0,8,79,79,79,93,82
4071__1024__0___0,44,257,257,257,256,254
4074__1024__0___0,5,72,72,72,68,73
4077__1024__0___0,11,71,71,71,80,68
4078__1024__0___0,17,143,143,143,144,147
4087__1024__0___0,1,19,19,19,16,18
4090__1024__0___0,1,7,7,7,7,8
4091__1024__0___0,3,22,22,22,20,20
4094__1024__0___0,1,5,5,5,7,5
409__1024__0___0,3,41,41,41,42,38
409__1024__0___476,5,38,38,38,37,38
409__1024__476___0,1,35,35,35,30,25
409__1024__476___476,4,38,38,38,33,34
4108__1024__0___0,6,95,95,95,96,97
4115__1024__0___0,2,9,9,9,9,8
4116__1024__0___0,8,81,81,81,79,82
4119__1024__0___0,12,136,136,136,148,142
4130__1024__0___0,1,14,14,14,15,17
4138__1024__0___0,1,11,11,11,11,10
4145__1024__0___0,15,180,180,180,150,189
4148__1024__0___0,6,94,94,94,97,106
414__1024__0___0,2,12,12,12,10,10
414__1024__0___476,0,MISSING,0,0,0,0
414__1024__476___0,2,10,10,10,10,10
414__1024__476___476,2,11,11,11,11,11
4156__1024__0___0,27,207,207,207,203,201
4158__1024__0___0,5,56,56,56,50,53
4164__1024__0___0,1,23,23,23,26,27
4166__1024__0___0,17,110,110,110,110,112
4168__1024__0___0,7,52,52,52,61,56
4170__1024__0___0,84,423,423,423,444,430
4178__1024__0___0,76,414,414,414,395,406
4181__1024__0___0,63,305,305,305,323,327
4190__1024__0___0,2,30,30,30,31,29
4195__1024__0___0,5,45,45,45,46,45
4196__1024__0___0,3,44,44,44,45,46
4201__1024__0___0,11,73,73,73,71,69
4202__1024__0___0,67,326,326,326,324,316
4203__1024__0___0,3,39,39,39,32,36
4205__1024__0___0,2,33,33,33,37,35
4234__1024__0___0,26,283,283,283,292,297
4235__1024__0___0,1,21,21,21,21,18
4242__1024__0___0,33,357,357,357,375,385
4252__1024__0___0,0,MISSING,4,4,2,2
4252__1024__0___824,0,MISSING,0,0,0,0
4252__1024__0___976,0,MISSING,0,0,0,0
4252__1024__824___0,1,9,9,9,10,11
4252__1024__824___824,0,MISSING,5,5,4,3
4252__1024__824___976,0,MISSING,5,5,7,5
4252__1024__976___0,1,9,9,9,11,12
4252__1024__976___824,0,MISSING,6,6,2,4
4252__1024__976___976,0,MISSING,4,4,6,5
425__1024__0___0,73,335,335,335,329,335
4266__1024__0___0,1,7,7,7,7,7
4269__1024__0___0,4,25,25,25,41,28
4277__1024__0___0,3,26,26,26,27,33
4281__1024__0___0,4,93,93,93,81,84
4282__1024__0___0,7,79,79,79,70,81
4285__1024__0___0,143,438,438,438,455,437
4292__1024__0___0,11,161,161,161,179,159
42__1024__0___0,4,37,37,37,39,33
4303__1024__0___0,56,247,247,247,256,240
430__1024__0___0,0,MISSING,9,9,11,10
430__1024__0___476,1,17,17,17,15,14
430__1024__476___0,0,MISSING,17,17,16,12
430__1024__476___476,0,MISSING,5,5,6,4
4310__1024__0___0,3,26,26,26,29,30
4311__1024__0___0,31,146,146,146,147,146
4312__1024__0___0,1,6,6,6,10,5
4314__1024__0___0,9,64,64,64,73,75
4320__1024__0___0,10,87,87,87,88,87
4323__1024__0___0,1,7,7,7,8,9
4327__1024__0___0,30,299,299,299,299,300
4332__1024__0___0,3,121,121,121,136,124
4335__1024__0___0,2,35,35,35,32,33
4336__1024__0___0,72,341,341,341,346,357
4337__1024__0___0,68,297,297,297,303,302
4341__1024__0___0,1,9,9,9,9,15
4345__1024__0___0,22,217,217,217,191,194
4360__1024__0___0,48,341,341,341,330,337
4363__1024__0___0,2,35,35,35,33,36
4370__1024__0___0,3,42,42,42,41,39
4384__1024__0___0,1,12,12,12,10,11
4386__1024__0___0,22,93,93,93,90,96
4387__1024__0___0,2,26,26,26,28,25
4392__1024__0___0,17,110,110,110,126,125
4394__1024__0___0,15,178,178,178,181,184
4400__1024__0___0,18,285,285,285,300,262
4401__1024__0___0,14,199,199,199,210,207
4409__1024__0___0,3,26,26,26,28,27
4410__1024__0___0,45,319,319,319,308,286
4412__1024__0___0,5,45,45,45,53,60
4414__1024__0___0,2,29,29,29,36,38
4415__1024__0___0,1,10,10,10,8,8
4424__1024__0___0,20,54,54,54,39,47
4438__1024__0___0,3,57,57,57,59,59
4443__1024__0___0,15,108,108,108,123,123
4452__1024__0___0,33,233,233,233,228,215
4457__1024__0___0,52,254,254,254,259,245
445__1024__0___0,14,124,124,124,103,116
445__1024__0___476,16,149,149,149,149,149
445__1024__476___0,7,50,50,50,43,45
445__1024__476___476,2,28,28,28,29,32
4460__1024__0___0,7,72,72,72,70,77
4469__1024__0___0,1,14,14,14,14,16
4473__1024__0___0,1,9,9,9,9,9
4476__1024__0___0,38,239,239,239,240,250
447__1024__0___0,3,53,53,53,53,38
4488__1024__0___0,11,100,100,100,101,121
4489__1024__0___0,1,15,15,15,11,11
4490__1024__0___0,25,189,189,189,194,207
4500__1024__0___0,3,38,38,38,39,37
4502__1024__0___0,11,124,124,124,115,110
4511__1024__0___0,24,215,215,215,206,229
4512__1024__0___0,22,274,274,274,257,267
4516__1024__0___0,7,151,151,151,137,147
4517__1024__0___0,3,82,82,82,72,92
4518__1024__0___0,2,32,32,32,31,31
4522__1024__0___0,2,28,28,28,31,34
4526__1024__0___0,97,409,409,409,400,395
4529__1024__0___0,13,200,200,200,234,187
4539__1024__0___0,4,69,69,69,70,70
453__1024__0___0,0,MISSING,1,1,4,1
453__1024__0___1648,0,MISSING,2,2,2,2
453__1024__0___2472,0,MISSING,2,2,3,2
453__1024__0___3296,0,MISSING,0,0,0,0
453__1024__0___3976,0,MISSING,0,0,0,0
453__1024__0___824,0,MISSING,1,1,1,1
453__1024__1648___0,0,MISSING,0,0,0,0
453__1024__1648___1648,0,MISSING,3,3,2,2
453__1024__1648___2472,0,MISSING,4,4,2,1
453__1024__1648___3296,0,MISSING,2,2,0,0
453__1024__1648___3976,0,MISSING,0,0,3,1
453__1024__1648___824,0,MISSING,1,1,3,1
453__1024__2472___0,0,MISSING,0,0,0,1
453__1024__2472___1648,0,MISSING,9,9,8,3
453__1024__2472___2472,0,MISSING,8,8,4,5
453__1024__2472___3296,2,39,39,39,34,34
453__1024__2472___3976,1,25,25,25,24,24
453__1024__2472___824,2,48,48,48,41,45
453__1024__3296___0,0,MISSING,1,1,1,1
453__1024__3296___1648,3,47,47,47,51,44
453__1024__3296___2472,0,MISSING,2,2,0,2
453__1024__3296___3296,0,MISSING,3,3,3,6
453__1024__3296___3976,1,29,29,29,30,24
453__1024__3296___824,2,45,45,45,45,44
453__1024__3976___0,0,MISSING,1,1,2,1
453__1024__3976___1648,2,34,34,34,33,32
453__1024__3976___2472,1,27,27,27,32,24
453__1024__3976___3296,0,MISSING,10,10,3,4
453__1024__3976___3976,0,MISSING,16,16,15,10
453__1024__3976___824,0,MISSING,3,3,1,2
453__1024__824___0,0,MISSING,3,3,2,2
453__1024__824___1648,0,MISSING,7,7,6,5
453__1024__824___2472,0,MISSING,0,0,0,4
453__1024__824___3296,0,MISSING,0,0,0,3
453__1024__824___3976,0,MISSING,0,0,0,0
453__1024__824___824,0,MISSING,3,3,4,5
4541__1024__0___0,32,176,176,176,182,182
4543__1024__0___0,11,225,225,225,207,210
4552__1024__0___0,4,89,89,89,70,79
4554__1024__0___0,5,84,84,84,91,86
4573__1024__0___0,1,20,20,20,24,21
4577__1024__0___0,3,44,44,44,43,44
4583__1024__0___0,48,133,133,133,148,135
458__1024__0___0,67,259,259,259,264,260
4593__1024__0___0,5,76,76,76,80,79
4595__1024__0___0,13,270,270,270,270,265
4600__1024__0___0,90,424,424,424,425,427
4604__1024__0___0,27,282,282,282,285,287
4609__1024__0___0,12,128,128,128,116,124
460__1024__0___0,84,389,389,389,433,421
4618__1024__0___0,66,268,268,268,272,263
4622__1024__0___0,10,72,72,72,81,87
4624__1024__0___0,3,25,25,25,24,24
4625__1024__0___0,12,73,73,73,67,70
4626__1024__0___0,18,168,168,168,150,163
4629__1024__0___0,1,15,15,15,17,18
462__1024__0___0,5,38,38,38,39,37
462__1024__0___476,3,34,34,34,30,34
462__1024__476___0,0,MISSING,0,0,0,0
462__1024__476___476,2,20,20,20,21,21
4631__1024__0___0,4,82,82,82,81,59
4635__1024__0___0,5,39,39,39,43,40
4637__1024__0___0,15,286,286,286,261,276
4663__1024__0___0,1,21,21,21,21,19
4674__1024__0___0,49,275,275,275,288,289
467__1024__0___0,6,58,58,58,51,52
4692__1024__0___0,1,10,10,10,13,16
4698__1024__0___0,6,105,105,105,66,85
4699__1024__0___0,2,43,43,43,39,43
4703__1024__0___0,55,241,241,241,252,256
4708__1024__0___0,5,119,119,119,132,131
470__1024__0___0,4,14,14,14,18,16
4717__1024__0___0,24,245,245,245,241,248
4721__1024__0___0,4,47,47,47,44,43
4727__1024__0___0,7,77,77,77,85,79
4728__1024__0___0,40,261,261,261,263,271
4740__1024__0___0,2,8,8,8,5,5
4742__1024__0___0,3,29,29,29,23,20
4743__1024__0___0,10,67,67,67,76,62
4746__1024__0___0,8,77,77,77,77,85
4747__1024__0___0,17,107,107,107,104,108
474__1024__0___0,8,97,97,97,86,94
474__1024__0___476,8,87,87,87,102,89
474__1024__476___0,1,51,51,51,44,44
474__1024__476___476,1,34,34,34,32,34
4754__1024__0___0,2,48,48,48,51,44
4755__1024__0___0,6,80,80,80,77,88
4759__1024__0___0,1,9,9,9,8,9
4765__1024__0___0,4,60,60,60,60,59
476__1024__0___0,1,53,53,53,49,46
476__1024__0___476,1,9,9,9,8,6
476__1024__476___0,1,38,38,38,52,7
476__1024__476___476,1,18,18,18,7,3
4771__1024__0___0,3,49,49,49,48,44
4786__1024__0___0,7,84,84,84,81,81
4798__1024__0___0,3,16,16,16,14,16
479__1024__0___0,6,60,60,60,71,58
479__1024__0___476,0,MISSING,19,19,31,23
479__1024__476___0,7,43,43,43,44,41
479__1024__476___476,0,MISSING,14,14,9,10
47__1024__0___0,75,305,305,305,301,285
4803__1024__0___0,30,306,306,306,283,307
4808__1024__0___0,17,205,205,205,211,186
480__1024__0___0,2,46,46,46,43,43
4811__1024__0___0,10,140,140,140,132,130
4820__1024__0___0,7,68,68,68,85,71
4827__1024__0___0,18,182,182,182,193,183
4836__1024__0___0,257,543,543,543,553,536
4838__1024__0___0,17,111,111,111,105,107
4843__1024__0___0,5,41,41,41,33,33
484__1024__0___0,5,40,40,40,46,44
4858__1024__0___0,14,186,186,186,165,184
4861__1024__0___0,139,440,440,440,445,449
4868__1024__0___0,13,242,242,242,204,213
4877__1024__0___0,4,50,50,50,61,49
4885__1024__0___0,2,10,10,10,10,10
4891__1024__0___0,1,15,15,15,12,17
4893__1024__0___0,3,48,48,48,49,52
4898__1024__0___0,3,25,25,25,24,25
489__1024__0___0,1,11,11,11,10,6
489__1024__0___476,3,6,6,6,7,8
489__1024__476___0,0,MISSING,0,0,0,0
489__1024__476___476,2,9,9,9,9,9
4902__1024__0___0,25,279,279,279,282,290
4903__1024__0___0,2,13,13,13,12,11
4905__1024__0___0,67,365,365,365,352,351
4916__1024__0___0,3,61,61,61,52,60
4917__1024__0___0,41,255,255,255,241,239
491__1024__0___0,19,407,407,407,402,385
4920__1024__0___0,13,150,150,150,152,131
4923__1024__0___0,68,305,305,305,330,302
4925__1024__0___0,6,49,49,49,48,49
4934__1024__0___0,1,14,14,14,9,9
4937__1024__0___0,1,19,19,19,16,14
4941__1024__0___0,6,55,55,55,64,58
4957__1024__0___0,29,328,328,328,316,295
4958__1024__0___0,1,23,23,23,25,21
495__1024__0___0,38,250,250,250,261,257
4961__1024__0___0,3,23,23,23,19,18
4964__1024__0___0,3,48,48,48,38,46
4968__1024__0___0,7,104,104,104,108,106
4970__1024__0___0,6,56,56,56,67,57
4977__1024__0___0,6,47,47,47,47,44
4979__1024__0___0,44,301,301,301,298,278
4980__1024__0___0,19,267,267,267,245,265
4983__1024__0___0,9,75,75,75,80,84
4987__1024__0___0,66,299,299,299,295,293
4993__1024__0___0,1,10,10,10,9,8
4999__1024__0___0,2,30,30,30,27,29
5001__1024__0___0,1,9,9,9,9,10
5004__1024__0___0,7,229,229,229,200,233
5009__1024__0___0,39,277,277,277,273,276
5014__1024__0___0,10,72,72,72,70,76
5017__1024__0___0,3,54,54,54,62,69
5017__1024__0___1648,0,MISSING,3,3,5,6
5017__1024__0___2472,0,MISSING,2,2,2,4
5017__1024__0___2976,0,MISSING,1,1,1,1
5017__1024__0___824,0,MISSING,5,5,5,4
5017__1024__1648___0,0,MISSING,0,0,1,0
5017__1024__1648___1648,0,MISSING,4,4,3,5
5017__1024__1648___2472,0,MISSING,9,9,11,12
5017__1024__1648___2976,0,MISSING,6,6,8,8
5017__1024__1648___824,0,MISSING,2,2,7,4
5017__1024__2472___0,0,MISSING,1,1,0,2
5017__1024__2472___1648,0,MISSING,5,5,2,4
5017__1024__2472___2472,0,MISSING,2,2,1,3
5017__1024__2472___2976,0,MISSING,4,4,5,8
5017__1024__2472___824,0,MISSING,4,4,3,5
5017__1024__2976___0,0,MISSING,2,2,1,5
5017__1024__2976___1648,0,MISSING,8,8,9,15
5017__1024__2976___2472,0,MISSING,1,1,6,7
5017__1024__2976___2976,0,MISSING,3,3,7,6
5017__1024__2976___824,0,MISSING,3,3,4,4
5017__1024__824___0,0,MISSING,3,3,3,4
5017__1024__824___1648,0,MISSING,10,10,3,2
5017__1024__824___2472,0,MISSING,6,6,12,9
5017__1024__824___2976,0,MISSING,12,12,8,12
5017__1024__824___824,0,MISSING,8,8,7,4
5019__1024__0___0,2,25,25,25,28,33
5020__1024__0___0,2,25,25,25,21,25
503__1024__0___0,108,359,359,359,348,340
5043__1024__0___0,25,257,257,257,272,263
5048__1024__0___0,5,62,62,62,71,63
5050__1024__0___0,2,18,18,18,15,12
5058__1024__0___0,2,21,21,21,20,18
5063__1024__0___0,6,139,139,139,114,129
5069__1024__0___0,1,11,11,11,11,12
506__1024__0___0,4,17,17,17,21,21
506__1024__0___476,2,16,16,16,17,19
506__1024__476___0,0,MISSING,7,7,4,4
506__1024__476___476,1,8,8,8,11,9
5070__1024__0___0,1,23,23,23,20,20
5071__1024__0___0,60,305,305,305,292,312
5073__1024__0___0,18,275,275,275,249,237
5074__1024__0___0,81,433,433,433,415,408
5091__1024__0___0,57,311,311,311,322,312
5092__1024__0___0,16,96,96,96,91,89
5093__1024__0___0,56,366,366,366,374,393
5098__1024__0___0,6,53,53,53,49,44
5099__1024__0___0,3,50,50,50,50,42
5101__1024__0___0,3,53,53,53,52,50
5109__1024__0___0,3,35,35,35,47,34
5110__1024__0___0,40,304,304,304,301,292
5112__1024__0___0,12,75,75,75,83,79
511__1024__0___0,119,401,401,401,402,403
5121__1024__0___0,18,197,197,197,213,204
5125__1024__0___0,18,37,37,37,32,25
5129__1024__0___0,139,508,508,508,499,484
513__1024__0___0,1,5,5,5,4,6
513__1024__0___476,1,9,9,9,8,9
513__1024__476___0,0,MISSING,0,0,0,0
513__1024__476___476,0,MISSING,4,4,3,4
5140__1024__0___0,1,13,13,13,17,10
5143__1024__0___0,6,95,95,95,86,89
5155__1024__0___0,1,28,28,28,17,23
5158__1024__0___0,1,23,23,23,19,23
515__1024__0___0,4,45,45,45,36,47
5161__1024__0___0,6,55,55,55,52,51
5164__1024__0___0,1,19,19,19,19,22
5178__1024__0___0,1,15,15,15,14,15
517__1024__0___0,1,41,41,41,52,50
517__1024__0___476,0,MISSING,79,79,89,101
517__1024__476___0,3,68,68,68,66,75
517__1024__476___476,2,110,110,110,85,112
5188__1024__0___0,21,271,271,271,291,281
5189__1024__0___0,5,54,54,54,48,53
5196__1024__0___0,27,253,253,253,269,254
5197__1024__0___0,12,130,130,130,140,131
51__1024__0___0,1,4,4,4,4,3
51__1024__0___476,1,4,4,4,5,8
51__1024__476___0,1,3,3,3,7,6
51__1024__476___476,1,3,3,3,6,10
5202__1024__0___0,48,321,321,321,333,316
5214__1024__0___0,2,46,46,46,43,42
521__1024__0___0,1,29,29,29,30,23
5222__1024__0___0,1,16,16,16,13,18
5224__1024__0___0,35,282,282,282,276,281
5233__1024__0___0,2,27,27,27,26,30
5242__1024__0___0,146,509,509,509,495,486
5244__1024__0___0,23,257,257,257,242,251
5255__1024__0___0,122,436,436,436,423,422
5257__1024__0___0,1,27,27,27,28,23
5259__1024__0___0,40,203,203,203,220,225
525__1024__0___0,4,43,43,43,40,42
5261__1024__0___0,91,345,345,345,340,351
5266__1024__0___0,7,87,87,87,92,87
5268__1024__0___0,2,40,40,40,40,41
526__1024__0___0,135,464,464,464,475,455
5272__1024__0___0,2,54,54,54,56,55
5276__1024__0___0,6,61,61,61,56,55
5278__1024__0___0,26,221,221,221,232,211
5284__1024__0___0,15,235,235,235,236,248
5288__1024__0___0,1,25,25,25,21,17
5297__1024__0___0,83,398,398,398,406,400
5302__1024__0___0,2,50,50,50,44,52
5315__1024__0___0,28,279,279,279,269,270
5316__1024__0___0,6,48,48,48,46,39
5319__1024__0___0,2,31,31,31,25,41
5327__1024__0___0,32,250,250,250,249,237
5331__1024__0___0,56,269,269,269,263,268
5335__1024__0___0,2,23,23,23,26,24
5343__1024__0___0,10,127,127,127,126,138
5365__1024__0___0,11,230,230,230,231,204
5367__1024__0___0,1,38,38,38,21,16
5370__1024__0___0,2,124,124,124,114,97
5374__1024__0___0,3,60,60,60,65,60
5376__1024__0___0,5,127,127,127,125,104
5379__1024__0___0,3,79,79,79,60,69
5384__1024__0___0,4,57,57,57,48,57
5395__1024__0___0,1,7,7,7,7,7
5397__1024__0___0,3,47,47,47,39,48
539__1024__0___0,24,208,208,208,199,219
5401__1024__0___0,14,273,273,273,325,296
5403__1024__0___0,6,64,64,64,58,55
5405__1024__0___0,36,329,329,329,291,312
5407__1024__0___0,4,58,58,58,59,62
5411__1024__0___0,2,55,55,55,29,37
5414__1024__0___0,59,277,277,277,274,275
5415__1024__0___0,3,32,32,32,33,36
5422__1024__0___0,6,81,81,81,82,74
5425__1024__0___0,1,13,13,13,13,13
5432__1024__0___0,5,30,30,30,34,33
5442__1024__0___0,2,33,33,33,30,39
5444__1024__0___0,1,11,11,11,11,10
544__1024__0___0,1,27,27,27,24,21
5462__1024__0___0,6,86,86,86,103,106
5463__1024__0___0,1,9,9,9,8,9
5464__1024__0___0,3,19,19,19,23,22
5466__1024__0___0,16,99,99,99,94,92
5467__1024__0___0,1,11,11,11,11,11
5467__1024__0___824,3,30,30,30,35,32
5467__1024__0___976,3,36,36,36,35,46
5467__1024__824___0,5,62,62,62,59,69
5467__1024__824___824,5,45,45,45,51,48
5467__1024__824___976,5,42,42,42,46,41
5467__1024__976___0,4,48,48,48,45,50
5467__1024__976___824,3,26,26,26,25,26
5467__1024__976___976,4,35,35,35,37,35
546__1024__0___0,0,MISSING,2,2,1,3
546__1024__0___476,0,MISSING,3,3,4,3
546__1024__476___0,4,54,54,54,52,47
546__1024__476___476,4,53,53,53,54,49
5473__1024__0___0,1,18,18,18,18,18
5476__1024__0___0,1,4,4,4,2,2
5477__1024__0___0,41,231,231,231,226,233
5479__1024__0___0,25,122,122,122,129,120
5482__1024__0___0,13,96,96,96,93,87
5483__1024__0___0,1,14,14,14,13,18
5484__1024__0___0,4,62,62,62,54,53
5487__1024__0___0,13,246,246,246,234,263
548__1024__0___0,26,251,251,251,233,260
5496__1024__0___0,42,285,285,285,282,282
551__1024__0___0,5,28,28,28,29,28
551__1024__0___476,0,MISSING,5,5,5,2
551__1024__476___0,7,35,35,35,38,38
551__1024__476___476,1,5,5,5,4,10
5531__1024__0___0,11,76,76,76,78,80
5541__1024__0___0,14,257,257,257,251,233
5543__1024__0___0,70,309,309,309,320,314
5554__1024__0___0,10,54,54,54,56,55
5569__1024__0___0,1,23,23,23,35,23
556__1024__0___0,49,326,326,326,339,327
5582__1024__0___0,74,321,321,321,319,336
5583__1024__0___0,13,87,87,87,86,81
