evaluation_unit,dataset,risk_endpoint,alpha_label,alpha_type,alpha,coverage,fit_threshold,selected_calibration_instances,nonempty_calibration_scenes,conditional_scene_risk,hb_ucb,pointwise_pass,prefix_open_before,prefix_open_after,after_first_failure_pointwise_pass
A,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.700000,1.000000,8887,1186,0.000000,0.001940,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.800000,1.000000,10371,1398,0.000000,0.001646,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.900000,1.000000,12262,1616,0.000000,0.001424,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,1.000000,0.000000,13289,1794,0.020310,0.027622,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.010000,1.000001,54,15,0.000000,0.142304,False,True,False,False
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.025000,1.000001,56,17,0.000000,0.126674,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.050000,1.000001,527,52,0.000000,0.043314,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.100000,1.000001,1783,161,0.000000,0.014200,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.200000,1.000001,2984,337,0.000000,0.006809,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.300000,1.000001,4174,505,0.000000,0.004549,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.400000,1.000001,5040,687,0.000000,0.003346,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.500000,1.000000,6745,876,0.000000,0.002625,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.600000,1.000000,7645,1013,0.000000,0.002270,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.700000,1.000000,8887,1186,0.000000,0.001940,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.800000,1.000000,10371,1398,0.000000,0.001646,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.900000,1.000000,12262,1616,0.000000,0.001424,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,1.000000,0.000000,13289,1794,0.020310,0.027622,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.010000,1.000001,54,15,0.000000,0.142304,False,True,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.025000,1.000001,56,17,0.000000,0.126674,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.050000,1.000001,527,52,0.000000,0.043314,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.100000,1.000001,1783,161,0.000000,0.014200,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.200000,1.000001,2984,337,0.000000,0.006809,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.300000,1.000001,4174,505,0.000000,0.004549,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.400000,1.000001,5040,687,0.000000,0.003346,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.500000,1.000000,6745,876,0.000000,0.002625,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.600000,1.000000,7645,1013,0.000000,0.002270,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.700000,1.000000,8887,1186,0.000000,0.001940,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.800000,1.000000,10371,1398,0.000000,0.001646,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,0.900000,1.000000,12262,1616,0.000000,0.001424,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,1.000000,0.000000,13289,1794,0.020310,0.027622,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.010000,1.000001,54,15,0.000000,0.142304,False,True,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.025000,1.000001,56,17,0.000000,0.126674,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.050000,1.000001,527,52,0.000000,0.043314,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.100000,1.000001,1783,161,0.000000,0.014200,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.200000,1.000001,2984,337,0.000000,0.006809,False,False,False,False
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.300000,1.000001,4174,505,0.000000,0.004549,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.400000,1.000001,5040,687,0.000000,0.003346,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.500000,1.000000,6745,876,0.000000,0.002625,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.600000,1.000000,7645,1013,0.000000,0.002270,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.700000,1.000000,8887,1186,0.000000,0.001940,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.800000,1.000000,10371,1398,0.000000,0.001646,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,0.900000,1.000000,12262,1616,0.000000,0.001424,True,False,False,True
A,DIOR-R,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,1.000000,0.000000,13289,1794,0.020310,0.027622,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.010000,1.000001,55,15,0.000000,0.142304,False,True,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.025000,1.000001,56,16,0.000000,0.134036,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.050000,1.000001,529,52,0.000000,0.043314,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.100000,1.000001,1637,156,0.000000,0.014652,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.200000,1.000001,2998,338,0.000000,0.006789,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.300000,1.000001,4197,506,0.000000,0.004540,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.400000,1.000001,4993,680,0.000000,0.003380,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.500000,1.000000,6772,878,0.000000,0.002619,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.600000,1.000000,7686,1017,0.000000,0.002262,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.700000,1.000000,8921,1187,0.000000,0.001938,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.800000,1.000000,10383,1388,0.000000,0.001658,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.900000,1.000000,11978,1606,0.000000,0.001433,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,1.000000,0.000000,13285,1792,0.010690,0.016634,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.010000,1.000001,55,15,0.000000,0.142304,False,True,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.025000,1.000001,56,16,0.000000,0.134036,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.050000,1.000001,529,52,0.000000,0.043314,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.100000,1.000001,1637,156,0.000000,0.014652,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.200000,1.000001,2998,338,0.000000,0.006789,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.300000,1.000001,4197,506,0.000000,0.004540,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.400000,1.000001,4993,680,0.000000,0.003380,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.500000,1.000000,6772,878,0.000000,0.002619,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.600000,1.000000,7686,1017,0.000000,0.002262,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.700000,1.000000,8921,1187,0.000000,0.001938,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.800000,1.000000,10383,1388,0.000000,0.001658,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.900000,1.000000,11978,1606,0.000000,0.001433,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,1.000000,0.000000,13285,1792,0.010690,0.016634,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.010000,1.000001,55,15,0.000000,0.142304,False,True,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.025000,1.000001,56,16,0.000000,0.134036,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.050000,1.000001,529,52,0.000000,0.043314,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.100000,1.000001,1637,156,0.000000,0.014652,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.200000,1.000001,2998,338,0.000000,0.006789,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.300000,1.000001,4197,506,0.000000,0.004540,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.400000,1.000001,4993,680,0.000000,0.003380,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.500000,1.000000,6772,878,0.000000,0.002619,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.600000,1.000000,7686,1017,0.000000,0.002262,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.700000,1.000000,8921,1187,0.000000,0.001938,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.800000,1.000000,10383,1388,0.000000,0.001658,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.900000,1.000000,11978,1606,0.000000,0.001433,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,1.000000,0.000000,13285,1792,0.010690,0.016634,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.010000,1.000001,55,15,0.000000,0.142304,False,True,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.025000,1.000001,56,16,0.000000,0.134036,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.050000,1.000001,529,52,0.000000,0.043314,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.100000,1.000001,1637,156,0.000000,0.014652,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.200000,1.000001,2998,338,0.000000,0.006789,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.300000,1.000001,4197,506,0.000000,0.004540,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.400000,1.000001,4993,680,0.000000,0.003380,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.500000,1.000000,6772,878,0.000000,0.002619,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.600000,1.000000,7686,1017,0.000000,0.002262,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.700000,1.000000,8921,1187,0.000000,0.001938,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.800000,1.000000,10383,1388,0.000000,0.001658,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.900000,1.000000,11978,1606,0.000000,0.001433,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,1.000000,0.000000,13285,1792,0.010690,0.016634,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.010000,1.000001,55,15,0.000000,0.142304,False,True,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.025000,1.000001,56,16,0.000000,0.134036,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.050000,1.000001,529,52,0.000000,0.043314,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.100000,1.000001,1637,156,0.000000,0.014652,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.200000,1.000001,2998,338,0.000000,0.006789,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.300000,1.000001,4197,506,0.000000,0.004540,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.400000,1.000001,4993,680,0.000000,0.003380,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.500000,1.000000,6772,878,0.000000,0.002619,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.600000,1.000000,7686,1017,0.000000,0.002262,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.700000,1.000000,8921,1187,0.000000,0.001938,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.800000,1.000000,10383,1388,0.000000,0.001658,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.900000,1.000000,11978,1606,0.000000,0.001433,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,1.000000,0.000000,13285,1792,0.010690,0.016634,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.010000,1.000001,55,15,0.000000,0.142304,False,True,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.025000,1.000001,56,16,0.000000,0.134036,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.050000,1.000001,529,52,0.000000,0.043314,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.100000,1.000001,1637,156,0.000000,0.014652,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.200000,1.000001,2998,338,0.000000,0.006789,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.300000,1.000001,4197,506,0.000000,0.004540,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.400000,1.000001,4993,680,0.000000,0.003380,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.500000,1.000000,6772,878,0.000000,0.002619,False,False,False,False
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.600000,1.000000,7686,1017,0.000000,0.002262,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.700000,1.000000,8921,1187,0.000000,0.001938,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.800000,1.000000,10383,1388,0.000000,0.001658,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.900000,1.000000,11978,1606,0.000000,0.001433,True,False,False,True
A,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,1.000000,0.000000,13285,1792,0.010690,0.016634,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.050000,1.000001,632,55,0.000000,0.041001,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.100000,1.000001,1039,129,0.000000,0.017691,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.200000,1.000001,3032,316,0.000000,0.007260,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.300000,1.000001,4475,518,0.000000,0.004435,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.400000,1.000001,5377,712,0.000000,0.003229,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.500000,1.000000,7250,921,0.000000,0.002497,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.600000,1.000000,8272,1071,0.000000,0.002148,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.700000,1.000000,9571,1239,0.000000,0.001857,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.800000,1.000000,11385,1491,0.000000,0.001543,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.900000,1.000000,13172,1690,0.000000,0.001362,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.001,absolute,0.001000,1.000000,0.000000,14226,1870,0.018138,0.024670,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.050000,1.000001,632,55,0.000000,0.041001,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.100000,1.000001,1039,129,0.000000,0.017691,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.200000,1.000001,3032,316,0.000000,0.007260,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.300000,1.000001,4475,518,0.000000,0.004435,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.400000,1.000001,5377,712,0.000000,0.003229,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.500000,1.000000,7250,921,0.000000,0.002497,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.600000,1.000000,8272,1071,0.000000,0.002148,True,False,False,True
